kdrama_name,tags
Full House Take 2, love triangle 
Gangnam Beauty,nice female lead
Gangnam Beauty, beauty standards
Gangnam Beauty, male chases female first
Gangnam Beauty, nice male lead
Gangnam Beauty, plastic surgery
Gangnam Beauty, adapted from a webtoon
Gangnam Beauty, female antagonist
Gangnam Beauty, school bullying
Gangnam Beauty, childhood acquaintance
Gangnam Beauty, friends to lovers 
Gangnam Scandal,childhood friends relationship
Gangnam Scandal, swindler female lead
Gangnam Scandal, stylist female lead
Gangnam Scandal, psychopath supporting character
Gangnam Scandal, heir male lead
Gangnam Scandal, fashion industry
Gangnam Scandal, brothersister relationship
Gangnam Scandal, grandpagranddaughter relationship
Gangnam Scandal, childhood sweethearts
Gangnam Scandal, workplace romance 
Gap-dong,detective male lead
Gap-dong, psychopath
Gap-dong, murder
Gap-dong, hwaseong serial murders
Gap-dong, investigation
Gap-dong, suspense
Gap-dong, detective fiction
Gap-dong, death
Gap-dong, enemy mine
Gap-dong, mad dog 
Get Revenge,revenge
Get Revenge, heiress
Get Revenge, popular female lead
Get Revenge, internet celebrity
Get Revenge, teamwork
Get Revenge, smart male lead
Get Revenge, motherson relationship
Get Revenge, corruption
Get Revenge, strong female lead
Get Revenge, secondary couple 
Get Up,
Ghost Doctor,doctor male lead
Ghost Doctor, spirit
Ghost Doctor, bromance
Ghost Doctor, ghost
Ghost Doctor, spirit possession
Ghost Doctor, doctor female lead
Ghost Doctor, arrogant male lead
Ghost Doctor, ghostseeing male lead
Ghost Doctor, rich male lead
Ghost Doctor, slight romance 
Girls' Generation 1979,s
Girls' Generation 1979, sismance
Girls' Generation 1979, high school
Girls' Generation 1979, student
Girls' Generation 1979, adapted from a novel
Girls' Generation 1979, adolescence
Girls' Generation 1979, coming of age
Girls' Generation 1979, abusive parents
Girls' Generation 1979, love pentagon
Girls' Generation 1979, multiple mains 
Glamorous Temptation,single father
Glamorous Temptation, soap opera
Glamorous Temptation, betrayal
Glamorous Temptation, poor female lead
Glamorous Temptation, fatherdaughter relationship
Glamorous Temptation, revenge
Glamorous Temptation, rich male lead 
Glass Castle,heir
Glass Castle, rich manpoor woman
Glass Castle, marriage 
Glass Mask,selfless female lead
Glass Mask, hatred
Glass Mask, repentance
Glass Mask, liar female lead
Glass Mask, greed
Glass Mask, betrayal
Glass Mask, transformation
Glass Mask, misunderstanding
Glass Mask, lying
Glass Mask, revenge 
Glass Slippers,soap opera
Glass Slippers, separation at birth 
Glitch,disappearance
Glitch, investigation
Glitch, suspense
Glitch, influencer
Glitch, secret
Glitch, missing person
Glitch, miniseries
Glitch, detective 
Gloria,baseball
Gloria, sports 
Glorious Day,motherdaughter relationship
Glorious Day, marriage
Glorious Day, multiple couples
Glorious Day, sismance
Glorious Day, unrequited love
Glorious Day, love triangle
Glorious Day, tough female lead
Glorious Day, hardworking female lead
Glorious Day, hateful motherinlaw
Glorious Day, nice male lead 
Glory Jane,baseball
Glory Jane, sports 
Go Back,high school to working life
Go Back, love at first sight
Go Back, miniseries
Go Back, male chases female first
Go Back, web series
Go Back, student
Go Back, clingy male lead
Go Back, first love
Go Back, love triangle
Go Back, school 
God of War,slave male lead
God of War, historical fiction
God of War, warlord
God of War, mongol empire
God of War, yuan dynasty
God of War, goryeo dynasty
God of War, war 
Goddess of Fire,historical figure
Goddess of Fire, pottery
Goddess of Fire, historical fiction
Goddess of Fire, art
Goddess of Fire, edo period
Goddess of Fire, gwanghae
Goddess of Fire, joseon dynasty
Goddess of Fire, crossdressing 
Goddess of Marriage,mdl remake
Goddess of Marriage, innocent female lead
Goddess of Marriage, abusive in laws
Goddess of Marriage, radio personality
Goddess of Marriage, power struggle
Goddess of Marriage, heir
Goddess of Marriage, family pressure
Goddess of Marriage, rich manpoor woman
Goddess of Marriage, rich male lead 
God's Gift: 14 Days,time travel
God's Gift: 14 Days, screenwriter female lead
God's Gift: 14 Days, detective fiction
God's Gift: 14 Days, investigator male lead
God's Gift: 14 Days, serial killings
God's Gift: 14 Days, misfortune
God's Gift: 14 Days, injury
God's Gift: 14 Days, conflict
God's Gift: 14 Days, wrongfully accused
God's Gift: 14 Days, stalking 
"Gogh, The Starry Night",reverseharem
"Gogh, The Starry Night", lovehate relationship
"Gogh, The Starry Night", male chases female first
"Gogh, The Starry Night", secret crush
"Gogh, The Starry Night", hardworking female lead
"Gogh, The Starry Night", bossemployee relationship
"Gogh, The Starry Night", web series
"Gogh, The Starry Night", cold manwarm woman
"Gogh, The Starry Night", cold male lead
"Gogh, The Starry Night", unrequited love 
Gold Mask,revenge
Gold Mask, greed
Gold Mask, female centered plot
Gold Mask, married female lead
Gold Mask, swindler supporting character
Gold Mask, loan shark female lead
Gold Mask, heirheiress supporting character
Gold Mask, married life
Gold Mask, false rumors
Gold Mask, selfish female lead 
Golden Apple,multiple couples 
Golden Bride,supportive motherinlaw
Golden Bride, hardworking female lead
Golden Bride, arranged marriage
Golden Bride, cuddly couple
Golden Bride, skinship
Golden Bride, multiple couples
Golden Bride, married couple
Golden Bride, motherdaughter relationship
Golden Bride, older manyounger woman
Golden Bride, nice male lead 
Golden Cross,revenge
Golden Cross, double identity
Golden Cross, suspense 
Golden Fish,stepsisters relationship
Golden Fish, selfsacrifice
Golden Fish, greed
Golden Fish, forbidden love
Golden Fish, pseudo incest
Golden Fish, soap opera
Golden Fish, family relationship
Golden Fish, stepsiblings love 
Golden Pouch,older manyounger woman
Golden Pouch, birth secret
Golden Pouch, multiple couples
Golden Pouch, love triangle
Golden Pouch, family 
Golden Rainbow,childhood friends relationship
Golden Rainbow, friends to lovers
Golden Rainbow, rich manpoor woman
Golden Rainbow, family
Golden Rainbow, friendship 
Golden Spoon,rich family
Golden Spoon, family relationship
Golden Spoon, betrayal
Golden Spoon, slice of life
Golden Spoon, hidden identity
Golden Spoon, poor family
Golden Spoon, fatherson relationship
Golden Spoon, lying
Golden Spoon, body swap
Golden Spoon, adapted from a webtoon 
Golden Time,hospital setting
Golden Time, surgeon male lead
Golden Time, emergency department
Golden Time, resident doctor 
Good Casting,espionage
Good Casting, strong female lead
Good Casting, first love
Good Casting, investigation
Good Casting, national intelligence service
Good Casting, older womanyounger man
Good Casting, sismance
Good Casting, romance
Good Casting, slight romance
Good Casting, rich male lead 
Good Doctor,autism
Good Doctor, eccentric male lead
Good Doctor, ableism
Good Doctor, child abuse
Good Doctor, slow burn romance
Good Doctor, doctor female lead
Good Doctor, doctor male lead
Good Doctor, autistic male lead
Good Doctor, savant syndrome
Good Doctor, mental illness 
"Good Job, Good Job",pregnancy 
Good Manager,eccentric male lead
Good Manager, corruption
Good Manager, social satire
Good Manager, bromance
Good Manager, smart male lead
Good Manager, revenge
Good Manager, enemy mine
Good Manager, smart female lead
Good Manager, strong female lead
Good Manager, character development 
Goodbye Dear Wife,emotional infidelity
Goodbye Dear Wife, first love
Goodbye Dear Wife, marriage 
Goodbye Mr. Black,wrongfully accused
Goodbye Mr. Black, betrayal
Goodbye Mr. Black, adapted from a manhwa
Goodbye Mr. Black, revenge
Goodbye Mr. Black, double identity
Goodbye Mr. Black, rich male lead
Goodbye Mr. Black, suspense 
Goodbye My Love,nice female lead
Goodbye My Love, forbidden love
Goodbye My Love, playboy male lead
Goodbye My Love, character development 
Goodbye Solo,
Goodbye to Goodbye,useless father
Goodbye to Goodbye, motherhood
Goodbye to Goodbye, smart female lead
Goodbye to Goodbye, unexpected pregnancy
Goodbye to Goodbye, depression
Goodbye to Goodbye, childbirth
Goodbye to Goodbye, infidelity
Goodbye to Goodbye, motherdaughter relationship
Goodbye to Goodbye, divorce
Goodbye to Goodbye, strong female lead 
Graceful Family,strong female lead
Graceful Family, smart female lead
Graceful Family, grandpagranddaughter relationship
Graceful Family, badass female lead
Graceful Family, calm male lead
Graceful Family, rich female lead
Graceful Family, family secret
Graceful Family, murder
Graceful Family, slow burn romance
Graceful Family, slight romance 
Graceful Friends,bromance
Graceful Friends, multiple couples
Graceful Friends, murder
Graceful Friends, jealousy
Graceful Friends, multiple mains
Graceful Friends, psychiatrist
Graceful Friends, first love
Graceful Friends, romance
Graceful Friends, friendship
Graceful Friends, emotional infidelity 
Gracious Revenge,revenge
Gracious Revenge, dangerous love
Gracious Revenge, secondary couple
Gracious Revenge, rich family
Gracious Revenge, smart female lead
Gracious Revenge, forbidden love
Gracious Revenge, soap opera
Gracious Revenge, multiple mains
Gracious Revenge, motherdaughter relationship
Gracious Revenge, multiple couples 
Grand Prince,joseon dynasty
Grand Prince, sibling rivalry
Grand Prince, rebellion
Grand Prince, love triangle
Grand Prince, palace setting
Grand Prince, prince male lead
Grand Prince, historical fiction
Grand Prince, royalty
Grand Prince, bromance
Grand Prince, friendship 
Green Mothers' Club,motherhood
Green Mothers' Club, female centered plot
Green Mothers' Club, single mother female lead
Green Mothers' Club, married life
Green Mothers' Club, hatred
Green Mothers' Club, smart female lead
Green Mothers' Club, female rivalry
Green Mothers' Club, discrimination
Green Mothers' Club, child education
Green Mothers' Club, sismance 
Grid,miniseries
Grid, investigation
Grid, suspense
Grid, multiple mains
Grid, team leader supporting character
Grid, detective fiction
Grid, detective supporting character
Grid, detective female lead
Grid, catastrophy
Grid, web series 
Gu Family Book,interspecies romance
Gu Family Book, ninetailed fox
Gu Family Book, strong female lead
Gu Family Book, superhuman strength
Gu Family Book, revenge
Gu Family Book, crossdressing
Gu Family Book, badass female lead
Gu Family Book, eccentric male lead
Gu Family Book, love triangle
Gu Family Book, shamanism 
Guardian Angel,innocent female lead
Guardian Angel, single mother
Guardian Angel, secondary couple
Guardian Angel, secret crush
Guardian Angel, older manyounger woman
Guardian Angel, calm female lead
Guardian Angel, male chases female first
Guardian Angel, nice male lead 
Guardian: The Lonely and Great God,supernatural
Guardian: The Lonely and Great God, older manyounger woman
Guardian: The Lonely and Great God, interspecies romance
Guardian: The Lonely and Great God, dokkaebi
Guardian: The Lonely and Great God, fate
Guardian: The Lonely and Great God, bromance
Guardian: The Lonely and Great God, death
Guardian: The Lonely and Great God, heartfelt
Guardian: The Lonely and Great God, tearjerker
Guardian: The Lonely and Great God, true love 
Gunman in Joseon,strong male lead
Gunman in Joseon, joseon dynasty
Gunman in Joseon, gun fight
Gunman in Joseon, smart female lead
Gunman in Joseon, power struggle
Gunman in Joseon, revenge
Gunman in Joseon, hidden identity
Gunman in Joseon, historical fiction
Gunman in Joseon, drama
Gunman in Joseon, thriller 
"Gwanggaeto, The Great Conqueror",royalty
"Gwanggaeto, The Great Conqueror", goguryeo dynasty
"Gwanggaeto, The Great Conqueror", warrior female lead
"Gwanggaeto, The Great Conqueror", king male lead
"Gwanggaeto, The Great Conqueror", gwanggaeto the great
"Gwanggaeto, The Great Conqueror", historical figure
"Gwanggaeto, The Great Conqueror", historical fiction
"Gwanggaeto, The Great Conqueror", swordfight
"Gwanggaeto, The Great Conqueror", strong female lead 
Gyebaek,historical fiction
Gyebaek, swordfight
Gyebaek, baekje dynasty
Gyebaek, silla dynasty 
Haechi,leadership
Haechi, joseon dynasty
Haechi, strong male lead
Haechi, teamwork
Haechi, slight romance
Haechi, bromance
Haechi, oblivious female lead
Haechi, underdog
Haechi, power struggle
Haechi, smart male lead 
Happiness,disease
Happiness, slow burn romance
Happiness, strong female lead
Happiness, virus
Happiness, survival
Happiness, smart male lead
Happiness, fake marriage
Happiness, discrimination
Happiness, infectious disease
Happiness, illness 
Happy Ending,anthology
Happy Ending, miniseries
Happy Ending, high school
Happy Ending, web series
Happy Ending, lgbtq
Happy Ending, ghost
Happy Ending, forced kiss
Happy Ending, blood
Happy Ending, lesbian romance
Happy Ending, school friends relationship 
Happy Home,nice male lead
Happy Home, tearjerker
Happy Home, infidelity
Happy Home, tragic past
Happy Home, multiple couples
Happy Home, love triangle
Happy Home, single father
Happy Home, soap opera
Happy Home, betrayal
Happy Home, multigenerational 
Happy Sisters,infidelity
Happy Sisters, older womanyounger man
Happy Sisters, divorce
Happy Sisters, marriage of convenience
Happy Sisters, multiple couples
Happy Sisters, rich manpoor woman 
Happy Together,long lost sibling
Happy Together, family reunion
Happy Together, multiple couples
Happy Together, family 
He Is Psychometric,psychometry
He Is Psychometric, special power
He Is Psychometric, tragic past
He Is Psychometric, nice male lead
He Is Psychometric, smart female lead
He Is Psychometric, bromance
He Is Psychometric, strong female lead
He Is Psychometric, slow romance
He Is Psychometric, sassy female lead
He Is Psychometric, death 
Healer,double identity
Healer, hidden identity
